abs_delta,abs_theta,abs_alpha,abs_sigma,abs_beta,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta,spectral_entropy,peak_frequency,sef95
1.4374793352083144e-10,2.2974705895895554e-11,5.325620118135778e-12,3.347663511778705e-12,1.3831262036699883e-11,0.7333337058292781,0.1172060411743817,0.02716878525774079,0.01707818977868207,0.0705605318785265,4.221743324981671,0.390625,19.53125
1.6280921811931329e-10,1.3061910961998862e-11,3.842463488551216e-12,2.1608968254275425e-12,6.968875807023431e-12,0.834947406963396,0.0669864324249462,0.019705609812376974,0.011081898322145022,0.03573903770153859,3.407584474613991,0.390625,7.03125
8.624224530422387e-11,1.4296192384298352e-11,3.788694746619043e-12,1.953000882802897e-12,5.059623211163272e-12,0.7411755590404613,0.12286308577895245,0.0325604689088666,0.01678430931397674,0.04348297112209306,4.134754057688202,0.390625,12.5
9.920853240792393e-11,1.0589524565366102e-11,4.658690581539998e-12,2.8546147602293347e-12,9.548082508056518e-12,0.7535933187686006,0.08043859502510364,0.03538766284761954,0.021683806410135308,0.0725277454517413,4.2169803552370055,0.78125,19.53125
5.1731667054211696e-11,1.1110410063784149e-11,4.020126786661999e-12,2.4812244255356563e-12,8.536120821989374e-12,0.6279767354025515,0.13487056261935773,0.04880078758619509,0.03011987247416758,0.10362096549444584,3.9881580200877056,0.390625,19.53125
1.67662698454674e-10,2.019715705420408e-11,3.70009939412518e-12,2.4696696776936088e-12,6.5584706125350736e-12,0.8029972248570344,0.09673148060963604,0.017721112522717394,0.011828140163434484,0.031410884768718,3.8585749188674705,0.390625,7.8125
2.86828587381529e-10,2.118570174108257e-11,5.521344039357685e-12,2.457952884040784e-12,7.82254230457572e-12,0.8616860354838899,0.06364575968132101,0.016587136935162797,0.007384144291161714,0.02350036140877685,3.366908925365688,0.390625,4.6875
1.8528293098312572e-10,1.842568426891534e-11,4.792946193629892e-12,3.1650279837395472e-12,8.862236275175884e-12,0.8141098698152576,0.08096013670460475,0.02105960209622834,0.013906734452719317,0.03893955035130877,3.3247415563442275,0.390625,6.640625
8.342853371735791e-11,1.372895326220633e-11,4.142574479524957e-12,2.750854188032054e-12,9.129848779555488e-12,0.7047648395680004,0.11597571133222881,0.034994512169563244,0.023237916623003178,0.07712464936998892,4.475575007181723,0.390625,21.484375
1.4088215262670257e-10,2.1419585567964266e-11,5.757926161256577e-12,2.8987531399431286e-12,8.49515523609706e-12,0.7553921072038653,0.11484908184566782,0.030873264604358932,0.015542744072398775,0.04554993727149373,3.3713473958680162,0.390625,7.8125
2.6840544029578393e-10,2.477355566044509e-11,5.244246294152762e-12,3.223573465990527e-12,8.465084012302872e-12,0.8366791174371206,0.07722465186591886,0.01634747550638058,0.010048591412850881,0.02638753898818011,3.5715483288585217,0.390625,5.859375
1.719501600263499e-10,1.9717034502980553e-11,4.995308593357258e-12,3.5206035154414185e-12,8.808899557662789e-12,0.7939237705323685,0.09103697474852196,0.02306420786583273,0.016255238245201045,0.04067222007812523,3.3779940351322515,0.390625,7.03125
6.984963306281006e-11,2.132629316998858e-11,4.766575189788808e-12,2.5063023427664292e-12,9.100440628103704e-12,0.6166627385539922,0.18827772992858421,0.04208138512933271,0.022126719906242775,0.08034262162448468,4.5236221916420005,0.390625,21.09375
1.4642322530573515e-10,1.598148696809854e-11,4.117962801733019e-12,2.635650348816193e-12,7.718919439239926e-12,0.794900770781427,0.08676011802532858,0.022355550482595528,0.014308389187642542,0.04190438367301304,3.739636409716052,0.390625,8.984375
1.0866251301469552e-10,1.4243875000412487e-11,4.320913457190337e-12,2.700403595484639e-12,8.556800263412432e-12,0.751996760749078,0.098574453725144,0.029902795666476037,0.018688089389622166,0.05921716608553659,3.878648299558129,0.390625,14.0625
1.1288107314790263e-10,1.6946510063125298e-11,4.564488522953315e-12,2.0752812364777586e-12,5.909859024057889e-12,0.7588493959458033,0.113923871966937,0.03068503214800481,0.013951195437833836,0.03972936140193411,3.788503729542014,0.390625,8.984375
2.7547526361289464e-10,2.7840944114287916e-11,6.020944516458311e-12,2.7050848446005224e-12,7.634022496363201e-12,0.8351967748426025,0.08440927300645652,0.018254537179493047,0.008201382978112903,0.023145130653175534,3.4175489601660347,0.390625,5.859375
1.7781574105202685e-10,1.8373800214890792e-11,5.613587593974156e-12,2.938188357204597e-12,1.2106834485584262e-11,0.7956415778041086,0.08221409030911296,0.025118156941484438,0.013147007157976695,0.05417237436535519,3.408079929553899,0.390625,8.984375
1.8383626559097132e-10,2.078032224461457e-11,5.4421745867884395e-12,2.9373869338579396e-12,7.140818165056279e-12,0.8019964717092292,0.09065537241842338,0.02374180525806067,0.012814522474256336,0.0311522373188023,3.7446063131489007,0.390625,8.59375
6.295265530649039e-11,1.6505229285280274e-11,3.911457849686204e-12,3.0880719134435183e-12,1.0037653426735923e-11,0.6167672291982735,0.1617069920879886,0.03832179926853814,0.03025482480995848,0.09834208996458632,4.23420426332154,0.390625,21.09375
1.4159049549600981e-10,1.8343778934384708e-11,4.228514360587404e-12,2.370247766717187e-12,9.541523789474985e-12,0.7788547677408222,0.10090465204870915,0.023260025743019212,0.013038154625899604,0.05248559424071298,3.714851133363548,0.390625,11.328125
2.633463121719374e-10,2.460828938188595e-11,6.595331832909547e-12,3.0698601304758457e-12,9.283841676114789e-12,0.8360404928643267,0.07812346492988882,0.020938073636624317,0.009745826153175442,0.02947323433755105,3.218241946372987,0.390625,5.859375
2.096290026932483e-10,1.629225689364634e-11,4.897784439236512e-12,2.1988237038237404e-12,7.06797976778603e-12,0.8475172691793363,0.06586860068917404,0.019801443691667524,0.008889710092254859,0.028575411009202634,3.5641823496616714,0.390625,6.640625
2.404781639561103e-10,2.0975449976903054e-11,4.4264695467118565e-12,2.912127128498035e-12,8.311254553328911e-12,0.8441689606997617,0.07363173236154517,0.015538575874601557,0.010222663426266166,0.02917563492240958,3.1256385984614212,0.390625,5.078125
1.8843963860125007e-10,2.2505266465442022e-11,5.366842289408931e-12,3.2635366208341853e-12,1.1061469256668077e-11,0.7920105278881421,0.09458948290213816,0.022556801882440965,0.0137166223679651,0.04649128055127793,3.7612990068249847,0.390625,9.765625
8.67085318939471e-11,8.759262278523342e-12,3.4129187643893173e-12,1.6330534114209836e-12,5.341424552145536e-12,0.7867805146800384,0.07948026258988163,0.030968324839032776,0.014818087395474475,0.04846730381044574,3.293552812602965,0.390625,8.59375
1.4274487507505787e-10,2.3953465073877903e-11,5.741171466336012e-12,3.693248845196364e-12,1.2161566755173825e-11,0.7285065663746357,0.12224786763496684,0.029300394215268713,0.018848704960975644,0.06206724573396396,4.040157315137509,0.390625,15.234375
8.869300082997057e-11,1.5962720629305716e-11,5.56189045717475e-12,2.969972565438599e-12,8.86953846179316e-12,0.6930429879047679,0.1247319573867076,0.043460353632965285,0.023207227644633056,0.06930616147131473,3.9266185553637434,0.390625,16.015625
1.5027331201602155e-10,1.875698854841759e-11,5.149513501394736e-12,2.9822094363395857e-12,1.156155337513392e-11,0.7607965493273129,0.0949619860769861,0.026070711093116993,0.015098187549740112,0.058533280425253686,4.083557844521723,0.390625,14.84375
2.775349952164117e-10,2.194120082347383e-11,6.25573987814912e-12,3.699120528801693e-12,9.482528204869143e-12,0.8460958602418577,0.06689015621615801,0.019071308861517155,0.011277174482137905,0.028908526841850316,3.4619532050160653,0.390625,5.859375
1.875066695785257e-10,1.8542868919720777e-11,4.6014670646471336e-12,2.4688613975655917e-12,6.281387890929716e-12,0.8239940585119749,0.08148624180654822,0.02022104883111853,0.010849358731912546,0.027603425056662176,3.344593973425624,0.390625,6.25
1.1631305280526146e-10,1.8518370505146137e-11,3.651710220776194e-12,2.1855138593410787e-12,6.701748558381752e-12,0.7541677269014647,0.12007214197333349,0.02367749732367999,0.014170757104712066,0.043453785750100296,3.68877128682747,0.390625,8.59375
2.045194329555865e-10,1.3654786298278004e-11,4.7044314785677564e-12,2.2583208727166234e-12,7.635811748106653e-12,0.8545617895216058,0.05705501157499085,0.01965694567459352,0.009436143541048268,0.031905393329196015,3.78358732007377,1.171875,8.59375
1.3932614614754993e-10,2.064039025082228e-11,5.219106228244612e-12,2.5300899762437454e-12,9.013827673416704e-12,0.7583077453633027,0.11233905643197879,0.02840592944098554,0.013770472222922568,0.049059387122380144,3.3332570498496064,0.390625,8.203125
1.8329271436653138e-10,1.8402206982068883e-11,5.1159678150244575e-12,3.518923711495895e-12,1.102865764456191e-11,0.8009717547446356,0.08041589688134984,0.02235629349578476,0.015377362432273696,0.048194186531483794,3.922838931259754,0.390625,12.5
1.1819229967524994e-10,1.6116971908951052e-11,5.092674088063439e-12,3.6860522769557835e-12,1.1538713086108284e-11,0.7322412408289106,0.09985008787747879,0.031550837098753046,0.0228363395961872,0.07148622719886046,4.337484227117714,0.390625,19.53125
1.5841802131867663e-10,1.693389797484663e-11,4.024618634189409e-12,2.873335176418682e-12,1.0542868923906967e-11,0.7914356546926591,0.08459953304972509,0.020106466784044152,0.014354805643770957,0.05267079022749723,3.457715448105678,0.390625,8.203125
1.3033177671174218e-10,1.9551709311486127e-11,5.2599684239724e-12,3.4929283977213327e-12,1.3426607411223268e-11,0.7276252425779263,0.10915463281105935,0.029365714923921028,0.019500561849321685,0.07495899097729196,4.24775290334603,0.390625,19.53125
5.1083779804829336e-11,3.239270275598822e-11,4.587607260301841e-12,3.2335767417353002e-12,1.0296555911716453e-11,0.4720729754829147,0.29934589085569835,0.042394776149923305,0.029881974273544682,0.09515203857351723,5.14252569750351,0.390625,25.0
3.521814875385423e-11,1.7838762839612645e-11,3.913834464273533e-12,1.7528502869129315e-12,7.344435934117934e-12,0.4952881833069906,0.2508743006632077,0.05504196075502642,0.02465109794049672,0.10328800518868149,5.09100544311661,1.171875,25.390625
1.6144540594027724e-10,1.7697626437431306e-11,4.965035266058341e-12,2.252376844500681e-12,8.430948080550702e-12,0.8004933569904842,0.08774998777545644,0.02461809132663362,0.011167940586237332,0.04180309679489491,3.37965085245215,0.390625,7.421875
1.4091718351790207e-10,1.777336589973048e-11,5.245410857513291e-12,2.7144293185405613e-12,8.133062198157519e-12,0.7654993989588532,0.09654962279309977,0.02849445864924314,0.01474549774545497,0.04418094421815932,3.883093290964374,0.390625,10.15625
1.520281797942751e-10,2.055989661493185e-11,4.38786150792462e-12,2.2180566559342313e-12,7.044684044164191e-12,0.7836329318931545,0.10597648465949662,0.022617338330624216,0.011433026710882982,0.03631199438985319,3.695866457256619,0.390625,7.8125
6.133745773520038e-11,1.307545242150126e-11,3.614094285145436e-12,2.1196713071624575e-12,7.358115576862993e-12,0.6675907998445526,0.1423119259047801,0.03933544335909516,0.023070292046747973,0.08008499935737644,3.6495572483474685,0.390625,15.234375
1.8789174585617772e-10,1.8894173920271154e-11,4.460328188619138e-12,2.5159312147432755e-12,8.134245771576063e-12,0.8211617025096873,0.08257505912878221,0.0194934092098012,0.010995620644651784,0.03554989111406997,3.3570133787231815,0.390625,6.25
1.855480132983871e-10,1.5116048540990165e-11,3.2256068495637315e-12,1.9007421003186833e-12,7.876352741328834e-12,0.843869838068095,0.06874758294502158,0.01467001603210561,0.00864454919183487,0.035821545023517296,3.68148723586416,0.390625,7.8125
2.306994835997691e-10,2.3702738115367966e-11,6.0076670081355575e-12,4.11954075935662e-12,1.3727073118919431e-11,0.7982559711096568,0.0820151477454797,0.020787459021808993,0.014254249546093578,0.047497800654146174,3.9201333603880166,0.390625,12.109375
3.2991887319158423e-10,3.1175082944131777e-11,6.7292386555387575e-12,3.3606898526230477e-12,1.2339544478600332e-11,0.8368401056049429,0.07907568139656089,0.017068731875402043,0.008524398813466458,0.031299287623937605,3.2657942862419547,0.390625,5.46875
2.272817457287693e-10,1.844521559773058e-11,4.4816940557593775e-12,2.337931691398347e-12,5.776440701949798e-12,0.8501881902082513,0.06899764174528054,0.016764581537842518,0.008745453389435472,0.021607813907310806,3.6086320298150523,0.390625,6.25
4.860282593035517e-10,5.2928652486660827e-11,8.871684307558034e-12,3.4690110249142686e-12,8.018501948591284e-12,0.8406880818487102,0.09155123489652343,0.015345443645551753,0.00600038406949045,0.013869685339121784,3.5352614741045407,0.390625,5.46875
2.4544714391739885e-10,2.3335498552218668e-11,5.0349555208203545e-12,2.6270359150272025e-12,8.168951871694038e-12,0.835420705168852,0.07942630068868085,0.01713731936156938,0.008941559317449254,0.02780440393080199,3.5633782071747206,0.390625,6.640625
5.350659234457738e-10,4.1384908131977675e-11,9.623948273038845e-12,4.70936289841055e-12,1.6919811842770656e-11,0.8596862041650303,0.0664928058818981,0.015462721876677032,0.007566496270399275,0.027184928400270602,3.470777296351779,0.390625,5.859375
1.6019197713041357e-10,1.1892410945937346e-11,4.389634313279718e-12,2.209988799780938e-12,5.870457894837367e-12,0.8470131445056249,0.06288097925697597,0.023210138419690808,0.011685289089732279,0.031039975223890494,3.169494843578642,0.390625,5.859375
2.2192044685218401e-10,1.951038046367493e-11,4.177205331992564e-12,2.07894090482827e-12,7.110626034113246e-12,0.8429708538060547,0.07411071089136628,0.01586722807735876,0.007896913576073993,0.027009906406075777,3.4239597482115918,0.390625,5.46875
1.0364937151843282e-10,1.2235241359367768e-11,3.0013989821799684e-12,2.1030601554382103e-12,4.681679893166841e-12,0.7913368546707957,0.09341298718572796,0.022914925535733106,0.01605633477760147,0.035743447229444156,3.5884472851700275,0.390625,8.203125
1.7592087451310848e-10,1.849998125579799e-11,5.4678642497559305e-12,2.2122577712393615e-12,6.271909238766776e-12,0.817851669165568,0.08600594211154118,0.025419961762982293,0.010284730085842051,0.02915794645733266,3.5314593567854797,0.390625,7.03125
8.114284805934168e-11,1.560457449302379e-11,3.6285531325583428e-12,1.4556911719635344e-12,6.288419528100366e-12,0.7099055765902138,0.136521883540661,0.03174562102963428,0.012735605237990964,0.05501635939217326,4.123942004066201,0.390625,14.84375
1.2202152458554956e-10,1.783277874294246e-11,5.612895456619917e-12,2.3561357225559697e-12,7.819662403969201e-12,0.7532531701266777,0.1100838328804146,0.03464906139018421,0.014544701914617545,0.048271692351955296,3.6959136539494404,0.390625,10.15625
2.3492378980780963e-10,2.1518352287097074e-11,5.40818267339173e-12,2.619475267953898e-12,8.13935246192515e-12,0.8344968967926836,0.07643754692687707,0.01921096054991076,0.009304906855627626,0.028912628971868515,3.6037046839313733,0.390625,7.03125
1.648428476930148e-10,1.7495147784331394e-11,4.814511584216503e-12,3.684647894683436e-12,1.0742350736779038e-11,0.7916038780401761,0.08401472691586839,0.023120117701634645,0.01769431675965627,0.05158662702999623,3.470891619420765,0.390625,9.375
7.075052139604764e-11,1.3452845502995949e-11,4.346805610353019e-12,2.7251154102912846e-12,9.537146122682561e-12,0.667205383927671,0.12686565090455254,0.0409920951660514,0.02569891553721017,0.08993905790091024,4.140498449080944,0.390625,21.09375
1.3696746984988476e-10,1.604924232300672e-11,4.32198360459493e-12,2.3076461921161456e-12,9.203971392117474e-12,0.7818325992477255,0.09161168600913239,0.02467058549880449,0.01317241986366298,0.05253776597310027,4.000276345595564,0.390625,14.453125
1.0587649991037531e-10,1.244656522040037e-11,4.2676374502276515e-12,2.8461379314805435e-12,9.648878162164257e-12,0.7567134933145,0.08895726488567993,0.030501375148358965,0.02034172813049797,0.06896182162083171,3.795253334378867,0.390625,16.796875
1.9657084481463117e-10,1.5210888462720118e-11,5.0405097474373005e-12,1.7636797061109036e-12,7.641476587773227e-12,0.8476832742715633,0.06559475159613501,0.021736467637073265,0.007605613077830758,0.032952760112017206,3.7623283521055946,0.390625,8.203125
2.2088979568740846e-10,2.1947497467071076e-11,4.4040434292378e-12,3.1069908638928703e-12,8.748027279104517e-12,0.8255333066729302,0.08202456840888718,0.016459268856470404,0.01161178330438501,0.0326940765376235,3.7071465090956464,0.390625,7.421875
2.5032220981782277e-10,1.794782694654752e-11,4.431623856051866e-12,2.159230106622173e-12,7.423260066397268e-12,0.8642263752893367,0.061964079965671014,0.01529998566467101,0.00745464659256466,0.025628477571692565,3.143440621984873,0.390625,4.6875
3.1556870142024727e-10,3.589241633219746e-11,7.046041863741874e-12,3.6065065626885703e-12,1.102942665258048e-11,0.8178945180222043,0.09302636929630376,0.018262010738621617,0.009347384368470282,0.028586192342504514,3.740535176126603,0.390625,7.03125
5.103836150014015e-10,4.315399046199653e-11,8.321365376497036e-12,4.641076205989294e-12,1.30528241098754e-11,0.8584078526334722,0.07258015969996619,0.01399560090462099,0.0078057683334537145,0.021953382486484773,2.8837519068162525,0.390625,4.296875
3.5047536639642857e-10,3.156659872219003e-11,8.235380772756378e-12,4.305197269269168e-12,1.3783405141036098e-11,0.8274265927570509,0.07452461921699537,0.01944265904597447,0.010164008798350306,0.03254082039973504,3.592975927627296,0.390625,6.640625
3.0760536768187094e-10,2.8494932144247384e-11,7.456935746953422e-12,6.9210955566334105e-12,2.2264962488489844e-11,0.7988954550787791,0.07400544390486946,0.019366736419296465,0.017975082249145798,0.05782531518744482,3.3936804722694083,0.390625,9.375
5.131724598553024e-10,4.334419072582429e-11,8.01079656558476e-12,4.671895721372566e-12,1.1218624929103985e-11,0.8593291988906177,0.07258169836995369,0.013414420947532332,0.007823288897224926,0.018786066531511724,3.2312801921300873,0.390625,4.6875
5.326647623074509e-10,5.969566919184247e-11,1.1174705344260668e-11,4.3171423129079055e-12,1.5587094543408562e-11,0.834277746520275,0.09349739628852016,0.017502205237403697,0.006761655763782733,0.024413039928043067,3.8909677724147795,0.390625,7.03125
6.3682950229336e-10,6.332797743153106e-11,1.5568415360321885e-11,7.610306983199112e-12,2.1041334215383996e-11,0.8286221461227805,0.08240033538012394,0.02025712329774909,0.00990228763328665,0.027378309974726133,3.5567539201969356,0.390625,6.25
6.153853274815985e-10,6.239790034792816e-11,1.3786205587110657e-11,7.362118676428132e-12,1.7039473967625834e-11,0.8373509719706748,0.0849044333232487,0.01875880384635892,0.010017588905960538,0.02318550581478911,3.402960651636289,0.390625,5.46875
6.952437713637292e-10,7.867294531386069e-11,1.5004838440103698e-11,8.752834610116926e-12,2.0604980578515613e-11,0.8201333383258748,0.09280529784484694,0.017700220768298795,0.010325143157383133,0.024306340026391836,3.8805614860116373,0.390625,6.640625
6.144343838459649e-10,7.628177185064142e-11,1.3885348408966806e-11,8.298641068671486e-12,2.2702784495545876e-11,0.8051715528712874,0.09996171163518712,0.018195738771366425,0.01087476529903762,0.029750347193075476,4.023190508510748,0.390625,8.59375
4.880122004993773e-10,4.710708514579817e-11,7.516739282253803e-12,4.425815033431122e-12,1.4510427053683362e-11,0.8359702292683538,0.08069495133359275,0.012876256484378961,0.0075814694886946025,0.02485652001822213,3.559800946081005,0.390625,5.46875
4.4456226153528506e-10,5.132871705462347e-11,7.0013076292769055e-12,4.210668637541639e-12,1.0167982779e-11,0.8275214249465408,0.09554480160108804,0.01303244239819142,0.007837863922328474,0.01892698577034328,3.8616864827870194,0.390625,6.25
3.7039484830744334e-10,4.011353371670324e-11,8.602845298587209e-12,3.763183235023504e-12,1.3472513027568406e-11,0.8168000668501442,0.08845894366814358,0.018971118651075126,0.008298625998667191,0.02970978023005125,3.876073014717386,0.390625,7.03125
3.600761722559496e-10,3.9019723164324056e-11,6.873474281815372e-12,4.064325050915091e-12,1.0425340214359345e-11,0.8293787019968925,0.08987578141466548,0.015831964504468436,0.009361532072789676,0.02401312777984989,3.679397030172502,0.390625,6.25
3.7284870368426866e-10,4.28747072473196e-11,7.457851352797457e-12,3.44516242900586e-12,1.0080357802546725e-11,0.8263589399858148,0.09502486473199458,0.0165291231471955,0.007635646160977537,0.022341485181732467,3.7687070377030953,0.390625,5.859375
5.410343558926057e-10,4.0968909511120224e-11,7.81757290840061e-12,3.514666083634857e-12,1.012392972183428e-11,0.8748695102616085,0.06624801070315128,0.012641260406694874,0.005683325211852294,0.016370711658507356,3.534290660054756,0.390625,5.46875
3.1926799898035654e-10,5.5550325237051047e-11,6.055564116600614e-12,3.238079266114752e-12,6.2311316651973504e-12,0.7834957072394132,0.1363225926117969,0.014860582662284058,0.00794636860820477,0.015291432046172837,4.146078256626319,1.171875,6.640625
4.305111888596113e-10,4.203750624078543e-11,6.379856795394158e-12,4.049760947675545e-12,1.0052796065369937e-11,0.8415896572979008,0.08217749360836651,0.012471735074454345,0.007916720903632778,0.019651821867745382,3.626176193197567,0.390625,5.859375
4.86843302318714e-10,4.1813874435029085e-11,7.88780597485564e-12,4.317599287334815e-12,1.2898826545564266e-11,0.8476783335190857,0.07280518234562817,0.01373403350121532,0.007517686597021677,0.022459086400941464,3.772996415039568,0.390625,5.859375
3.231721279959117e-10,2.5589055365932582e-11,5.354139891608037e-12,2.7581397254734487e-12,7.518926051204033e-12,0.8635076680738083,0.06837330206745908,0.014306124977466797,0.007369678868455639,0.020090378279703437,3.2735587971710185,0.390625,5.078125
3.5979316077247727e-10,2.8069790308585474e-11,7.342933812674347e-12,4.91321864804035e-12,1.941325904364664e-11,0.8353439212238065,0.06517057926826902,0.017048337192393574,0.011407185513121384,0.0450724185485791,3.5884804191974604,0.390625,8.59375
8.827586440266739e-10,4.187965781885476e-11,9.961423109887028e-12,5.4898896269631536e-12,2.4266922059532364e-11,0.9025841350056844,0.04282021476939838,0.010185142362413776,0.005613184661241892,0.024811922267273263,3.3607429889636418,1.171875,5.078125
5.995308276923111e-10,5.448807398760661e-11,8.626026558312022e-12,4.73161248400162e-12,1.2799938801026039e-11,0.8555036131015709,0.07775203878467882,0.012308953178857003,0.0067517988882088605,0.018264938825425476,3.427822697567788,0.390625,5.078125
1.9185094248313423e-10,2.4083581586099216e-11,5.530869104622956e-12,2.61229431243679e-12,6.482779126782851e-12,0.7924789722555439,0.0994820861266412,0.02284636920194886,0.010790607985316007,0.026778425340309206,4.101498960242454,0.390625,8.59375
2.7805975884454727e-10,3.1104531836687354e-11,5.734802596356339e-12,3.367991853913325e-12,8.341843519728773e-12,0.8223373884754193,0.09198892923816404,0.016960176510640763,0.009960540989686907,0.02467027175593366,3.9741717908161522,1.5625,7.8125
1.2156796571501074e-10,1.9293561017041865e-11,3.6056950556151975e-12,2.295923471836701e-12,7.079556151377354e-12,0.7559079251521968,0.11996709487907989,0.02242016185917863,0.014276020312561793,0.04402058198400326,4.181242806794758,0.390625,12.109375
7.426989353428542e-10,4.95734008580852e-11,1.0067010546795898e-11,4.748276045641168e-12,1.014243880987369e-11,0.8875321313244646,0.05924067482373256,0.012030171179037753,0.0056742340110658325,0.012120308654542052,3.528115301627078,0.390625,4.6875
4.842555983787405e-10,3.813626764661094e-11,1.0538978916083569e-11,4.705785655844365e-12,1.1760184041595185e-11,0.8570163085244802,0.06749205053864571,0.018651465954174065,0.00832811239556387,0.02081270624157822,2.9529396552519747,0.390625,4.296875
6.869506142256094e-10,6.053776958813359e-11,1.2097031131376437e-11,5.105636452706389e-12,1.2805939220202239e-11,0.8602328258440409,0.07580832671909153,0.015148488201292512,0.0063935252149021635,0.016036217240157653,2.86192153827143,0.390625,4.296875
