abs_delta,abs_theta,abs_alpha,abs_sigma,abs_beta,rel_delta,rel_theta,rel_alpha,rel_sigma,rel_beta,spectral_entropy,peak_frequency,sef95,approx_entropy,sample_entropy,perm_entropy,higuchi_fd,lz_complexity
3.584239250801899e-10,3.1174256691019635e-11,7.217165151351069e-12,2.9621071815876092e-12,8.545865303380763e-12,0.855430866058972,0.07440190102816754,0.017224815097177514,0.007069499925648342,0.020395951403240666,2.998654550221942,0.390625,4.6875,0.6486814058500987,0.515765994951951,0.9225435196556793,1.4005703479615117,64
4.2294245633789337e-10,4.3349764528342595e-11,7.354716553345674e-12,4.0065539671935795e-12,1.2331185844418163e-11,0.8316873811479599,0.08524434374863157,0.014462546518268705,0.007878614044226068,0.024248432635950723,3.2417887814035216,0.390625,5.078125,0.7086669398874514,0.5618414637170174,0.9271520197729135,1.4388454720782353,117
4.39706503548249e-10,5.677431464717791e-11,7.826980773761617e-12,3.3591138863064846e-12,1.041286950390516e-11,0.8207415982409694,0.10597305558717392,0.0146095831146913,0.006270010740057422,0.019436317384311758,3.666251962459825,0.390625,5.859375,0.7414337109115468,0.6191555761553696,0.9164210174242774,1.3832751951329616,97
2.336008150977022e-10,3.8584645299412224e-11,5.426765487305088e-12,3.5459220629000596e-12,8.103948091712559e-12,0.7773700792457585,0.12840087377917975,0.018059034233892105,0.01180001753796542,0.02696808556778051,3.452110250833101,0.390625,6.25,0.7552975270610718,0.5876904557421926,0.9187237866226714,1.4517134050566187,105
1.6195351520910422e-10,1.766445159199888e-11,2.483837170317376e-12,1.6335869754329279e-12,4.7513615150400084e-12,0.8271996892675451,0.09022359810540037,0.012686537447642943,0.008343768498787504,0.024268227606941896,3.734045994135747,0.390625,6.25,0.8170223224097581,0.7127746415987385,0.9249603503551115,1.4771984107137566,117
2.7015304335126687e-10,2.785231333395716e-11,7.367356790475048e-12,3.3382204466215473e-12,9.772792558475333e-12,0.8234517431784079,0.08489645603058013,0.02245639255614741,0.010175208140483921,0.029788385754121648,3.8481341490539216,0.390625,8.203125,0.9066372976610011,0.7503500702661293,0.9333304987254507,1.4786309443672987,105
1.723448004648491e-10,2.4469191153523312e-11,5.1749023729455906e-12,3.384512563023425e-12,8.647127231968878e-12,0.7704036326417484,0.10938046115481456,0.023132485435769297,0.015129210549097398,0.03865378133518409,3.8206594322632204,0.390625,8.59375,0.939119282795307,0.8058578922118818,0.9288748751439706,1.5057105613071946,112
3.180961983467404e-10,3.758634655555499e-11,8.320863724737306e-12,3.9880058316108175e-12,1.1798774496788244e-11,0.8044922438246476,0.09505905582904337,0.021044169541366748,0.010086004726033037,0.029840100631933465,3.5194873920493777,0.390625,6.640625,0.8502872283032739,0.6927790166216922,0.9238146676159457,1.4470601373024494,76
2.790459352699213e-10,3.076943328778488e-11,6.343629420648757e-12,3.1417733579324167e-12,7.509414532832236e-12,0.818735227615534,0.09027911100768153,0.018612537296411564,0.009218125764258308,0.02203301119885735,3.582681371461269,0.390625,6.25,0.8210476430040212,0.6779340659337013,0.9216072069121533,1.429976483308349,96
1.4374793352083144e-10,2.2974705895895554e-11,5.325620118135778e-12,3.347663511778705e-12,1.3831262036699883e-11,0.7333337058292781,0.1172060411743817,0.02716878525774079,0.01707818977868207,0.0705605318785265,4.221743324981671,0.390625,19.53125,1.2503165616981038,1.1157917973751144,0.9512615892837357,1.6480508771075029,159
1.6280921811931329e-10,1.3061910961998862e-11,3.842463488551216e-12,2.1608968254275425e-12,6.968875807023431e-12,0.834947406963396,0.0669864324249462,0.019705609812376974,0.011081898322145022,0.03573903770153859,3.407584474613991,0.390625,7.03125,0.8844647667346055,0.7757460858832429,0.9304834674400516,1.5443307430056568,149
8.624224530422387e-11,1.4296192384298352e-11,3.788694746619043e-12,1.953000882802897e-12,5.059623211163272e-12,0.7411755590404613,0.12286308577895245,0.0325604689088666,0.01678430931397674,0.04348297112209306,4.134754057688202,0.390625,12.5,1.0412882392638987,0.9242770782490267,0.9235792996609289,1.5117801179866084,118
9.920853240792393e-11,1.0589524565366102e-11,4.658690581539998e-12,2.8546147602293347e-12,9.548082508056518e-12,0.7535933187686006,0.08043859502510364,0.03538766284761954,0.021683806410135308,0.0725277454517413,4.2169803552370055,0.78125,19.53125,1.293955893798199,1.2034026788828989,0.9419571972889826,1.6630230155923265,143
5.1731667054211696e-11,1.1110410063784149e-11,4.020126786661999e-12,2.4812244255356563e-12,8.536120821989374e-12,0.6279767354025515,0.13487056261935773,0.04880078758619509,0.03011987247416758,0.10362096549444584,3.9881580200877056,0.390625,19.53125,1.2832058661629064,1.1711361967828262,0.9388925315695776,1.6517059208276301,143
1.67662698454674e-10,2.019715705420408e-11,3.70009939412518e-12,2.4696696776936088e-12,6.5584706125350736e-12,0.8029972248570344,0.09673148060963604,0.017721112522717394,0.011828140163434484,0.031410884768718,3.8585749188674705,0.390625,7.8125,0.9558985816712755,0.8428583009110555,0.9330589977555047,1.5008771478848992,122
2.86828587381529e-10,2.118570174108257e-11,5.521344039357685e-12,2.457952884040784e-12,7.82254230457572e-12,0.8616860354838899,0.06364575968132101,0.016587136935162797,0.007384144291161714,0.02350036140877685,3.366908925365688,0.390625,4.6875,0.7594937184618944,0.6116818037801995,0.9302860066089086,1.4568298063690823,110
1.8528293098312572e-10,1.842568426891534e-11,4.792946193629892e-12,3.1650279837395472e-12,8.862236275175884e-12,0.8141098698152576,0.08096013670460475,0.02105960209622834,0.013906734452719317,0.03893955035130877,3.3247415563442275,0.390625,6.640625,0.8746037390852464,0.7459251771509068,0.9256764410115355,1.493546414860525,98
8.342853371735791e-11,1.372895326220633e-11,4.142574479524957e-12,2.750854188032054e-12,9.129848779555488e-12,0.7047648395680004,0.11597571133222881,0.034994512169563244,0.023237916623003178,0.07712464936998892,4.475575007181723,0.390625,21.484375,1.2484637030962316,1.1295638323563817,0.9449303236932054,1.6247065367285771,147
1.4088215262670257e-10,2.1419585567964266e-11,5.757926161256577e-12,2.8987531399431286e-12,8.49515523609706e-12,0.7553921072038653,0.11484908184566782,0.030873264604358932,0.015542744072398775,0.04554993727149373,3.3713473958680162,0.390625,7.8125,0.9102536852912806,0.7628581849323375,0.9251651356299848,1.5112328968283988,104
2.6840544029578393e-10,2.477355566044509e-11,5.244246294152762e-12,3.223573465990527e-12,8.465084012302872e-12,0.8366791174371206,0.07722465186591886,0.01634747550638058,0.010048591412850881,0.02638753898818011,3.5715483288585217,0.390625,5.859375,0.8251251008945859,0.6904331473509101,0.932382883549377,1.4777765795040805,106
1.719501600263499e-10,1.9717034502980553e-11,4.995308593357258e-12,3.5206035154414185e-12,8.808899557662789e-12,0.7939237705323685,0.09103697474852196,0.02306420786583273,0.016255238245201045,0.04067222007812523,3.3779940351322515,0.390625,7.03125,0.9429995409244385,0.7826081208647283,0.934304580591469,1.5408448505664394,140
6.984963306281006e-11,2.132629316998858e-11,4.766575189788808e-12,2.5063023427664292e-12,9.100440628103704e-12,0.6166627385539922,0.18827772992858421,0.04208138512933271,0.022126719906242775,0.08034262162448468,4.5236221916420005,0.390625,21.09375,1.3022407053083458,1.1539243956302963,0.9413698350260321,1.6267414531074924,169
1.4642322530573515e-10,1.598148696809854e-11,4.117962801733019e-12,2.635650348816193e-12,7.718919439239926e-12,0.794900770781427,0.08676011802532858,0.022355550482595528,0.014308389187642542,0.04190438367301304,3.739636409716052,0.390625,8.984375,0.9870848813488791,0.8704483588985956,0.9262929700991597,1.5390355405935157,119
1.0866251301469552e-10,1.4243875000412487e-11,4.320913457190337e-12,2.700403595484639e-12,8.556800263412432e-12,0.751996760749078,0.098574453725144,0.029902795666476037,0.018688089389622166,0.05921716608553659,3.878648299558129,0.390625,14.0625,1.051733021109082,0.8981567006227871,0.9342727421775423,1.5585644600024622,127
1.1288107314790263e-10,1.6946510063125298e-11,4.564488522953315e-12,2.0752812364777586e-12,5.909859024057889e-12,0.7588493959458033,0.113923871966937,0.03068503214800481,0.013951195437833836,0.03972936140193411,3.788503729542014,0.390625,8.984375,0.9624292177339586,0.818167766040097,0.9348778396738784,1.5321442890961479,111
2.7547526361289464e-10,2.7840944114287916e-11,6.020944516458311e-12,2.7050848446005224e-12,7.634022496363201e-12,0.8351967748426025,0.08440927300645652,0.018254537179493047,0.008201382978112903,0.023145130653175534,3.4175489601660347,0.390625,5.859375,0.7920620365245292,0.6518731135863174,0.9300828839906213,1.457472371777243,98
1.7781574105202685e-10,1.8373800214890792e-11,5.613587593974156e-12,2.938188357204597e-12,1.2106834485584262e-11,0.7956415778041086,0.08221409030911296,0.025118156941484438,0.013147007157976695,0.05417237436535519,3.408079929553899,0.390625,8.984375,0.9966075816643172,0.86986943101119,0.9440881379481852,1.5919571507898065,120
1.8383626559097132e-10,2.078032224461457e-11,5.4421745867884395e-12,2.9373869338579396e-12,7.140818165056279e-12,0.8019964717092292,0.09065537241842338,0.02374180525806067,0.012814522474256336,0.0311522373188023,3.7446063131489007,0.390625,8.59375,0.9644392499017851,0.8270722028626384,0.9241177779929083,1.5060012690953883,109
6.295265530649039e-11,1.6505229285280274e-11,3.911457849686204e-12,3.0880719134435183e-12,1.0037653426735923e-11,0.6167672291982735,0.1617069920879886,0.03832179926853814,0.03025482480995848,0.09834208996458632,4.23420426332154,0.390625,21.09375,1.2789635716866958,1.1683843133812304,0.9390720594517064,1.6361139409356085,141
1.4159049549600981e-10,1.8343778934384708e-11,4.228514360587404e-12,2.370247766717187e-12,9.541523789474985e-12,0.7788547677408222,0.10090465204870915,0.023260025743019212,0.013038154625899604,0.05248559424071298,3.714851133363548,0.390625,11.328125,1.068115680629162,0.933364008005609,0.9371721290761759,1.5569386981877942,131
2.633463121719374e-10,2.460828938188595e-11,6.595331832909547e-12,3.0698601304758457e-12,9.283841676114789e-12,0.8360404928643267,0.07812346492988882,0.020938073636624317,0.009745826153175442,0.02947323433755105,3.218241946372987,0.390625,5.859375,0.7682749718520179,0.6364457769043902,0.9202552463103244,1.4728097628124164,100
2.096290026932483e-10,1.629225689364634e-11,4.897784439236512e-12,2.1988237038237404e-12,7.06797976778603e-12,0.8475172691793363,0.06586860068917404,0.019801443691667524,0.008889710092254859,0.028575411009202634,3.5641823496616714,0.390625,6.640625,0.8296485820266426,0.704616362411847,0.9275163872835323,1.5063054272959355,117
2.404781639561103e-10,2.0975449976903054e-11,4.4264695467118565e-12,2.912127128498035e-12,8.311254553328911e-12,0.8441689606997617,0.07363173236154517,0.015538575874601557,0.010222663426266166,0.02917563492240958,3.1256385984614212,0.390625,5.078125,0.7155652057146966,0.5715209960656596,0.938621627016436,1.4939737821051986,100
1.8843963860125007e-10,2.2505266465442022e-11,5.366842289408931e-12,3.2635366208341853e-12,1.1061469256668077e-11,0.7920105278881421,0.09458948290213816,0.022556801882440965,0.0137166223679651,0.04649128055127793,3.7612990068249847,0.390625,9.765625,1.006188980263493,0.8350149946778003,0.9352831172836569,1.5639670599957394,137
8.67085318939471e-11,8.759262278523342e-12,3.4129187643893173e-12,1.6330534114209836e-12,5.341424552145536e-12,0.7867805146800384,0.07948026258988163,0.030968324839032776,0.014818087395474475,0.04846730381044574,3.293552812602965,0.390625,8.59375,0.9379902613486752,0.803147659184173,0.9252303771927325,1.5627193786709186,125
1.4274487507505787e-10,2.3953465073877903e-11,5.741171466336012e-12,3.693248845196364e-12,1.2161566755173825e-11,0.7285065663746357,0.12224786763496684,0.029300394215268713,0.018848704960975644,0.06206724573396396,4.040157315137509,0.390625,15.234375,1.1246901528423257,0.9631513324669998,0.938316687334783,1.5664475947605936,139
8.869300082997057e-11,1.5962720629305716e-11,5.56189045717475e-12,2.969972565438599e-12,8.86953846179316e-12,0.6930429879047679,0.1247319573867076,0.043460353632965285,0.023207227644633056,0.06930616147131473,3.9266185553637434,0.390625,16.015625,1.1466048581551398,1.0151836981687745,0.9433073934584676,1.6250642746432804,144
1.5027331201602155e-10,1.875698854841759e-11,5.149513501394736e-12,2.9822094363395857e-12,1.156155337513392e-11,0.7607965493273129,0.0949619860769861,0.026070711093116993,0.015098187549740112,0.058533280425253686,4.083557844521723,0.390625,14.84375,1.13511843697433,0.983281248223698,0.9432161575812136,1.600939733900538,148
2.775349952164117e-10,2.194120082347383e-11,6.25573987814912e-12,3.699120528801693e-12,9.482528204869143e-12,0.8460958602418577,0.06689015621615801,0.019071308861517155,0.011277174482137905,0.028908526841850316,3.4619532050160653,0.390625,5.859375,0.8536308141915709,0.7237176547263527,0.9396254274858388,1.5404986473566449,131
1.875066695785257e-10,1.8542868919720777e-11,4.6014670646471336e-12,2.4688613975655917e-12,6.281387890929716e-12,0.8239940585119749,0.08148624180654822,0.02022104883111853,0.010849358731912546,0.027603425056662176,3.344593973425624,0.390625,6.25,0.8395753341928631,0.7085115417419847,0.9227224183417209,1.4813540141452362,95
1.1631305280526146e-10,1.8518370505146137e-11,3.651710220776194e-12,2.1855138593410787e-12,6.701748558381752e-12,0.7541677269014647,0.12007214197333349,0.02367749732367999,0.014170757104712066,0.043453785750100296,3.68877128682747,0.390625,8.59375,0.9648349361605288,0.8311005376398064,0.9320727520304016,1.5368787568155657,119
2.045194329555865e-10,1.3654786298278004e-11,4.7044314785677564e-12,2.2583208727166234e-12,7.635811748106653e-12,0.8545617895216058,0.05705501157499085,0.01965694567459352,0.009436143541048268,0.031905393329196015,3.78358732007377,1.171875,8.59375,0.9419506744212307,0.7973278184245687,0.9338150687707305,1.518450548526485,114
1.3932614614754993e-10,2.064039025082228e-11,5.219106228244612e-12,2.5300899762437454e-12,9.013827673416704e-12,0.7583077453633027,0.11233905643197879,0.02840592944098554,0.013770472222922568,0.049059387122380144,3.3332570498496064,0.390625,8.203125,0.9766483712989906,0.8274425108354799,0.9340142541111802,1.557978295922645,109
1.8329271436653138e-10,1.8402206982068883e-11,5.1159678150244575e-12,3.518923711495895e-12,1.102865764456191e-11,0.8009717547446356,0.08041589688134984,0.02235629349578476,0.015377362432273696,0.048194186531483794,3.922838931259754,0.390625,12.5,1.1195564369424362,1.0274648188569757,0.9470435719758933,1.5830061117954304,118
1.1819229967524994e-10,1.6116971908951052e-11,5.092674088063439e-12,3.6860522769557835e-12,1.1538713086108284e-11,0.7322412408289106,0.09985008787747879,0.031550837098753046,0.0228363395961872,0.07148622719886046,4.337484227117714,0.390625,19.53125,1.2303542989503566,1.0742183786211634,0.9474136404886683,1.6353377186147193,158
1.5841802131867663e-10,1.693389797484663e-11,4.024618634189409e-12,2.873335176418682e-12,1.0542868923906967e-11,0.7914356546926591,0.08459953304972509,0.020106466784044152,0.014354805643770957,0.05267079022749723,3.457715448105678,0.390625,8.203125,0.949820372081239,0.8390894934932275,0.9390649054317801,1.5616553232863615,108
1.3033177671174218e-10,1.9551709311486127e-11,5.2599684239724e-12,3.4929283977213327e-12,1.3426607411223268e-11,0.7276252425779263,0.10915463281105935,0.029365714923921028,0.019500561849321685,0.07495899097729196,4.24775290334603,0.390625,19.53125,1.2507779997306825,1.114992257596144,0.949715783509241,1.6591781257565874,167
5.1083779804829336e-11,3.239270275598822e-11,4.587607260301841e-12,3.2335767417353002e-12,1.0296555911716453e-11,0.4720729754829147,0.29934589085569835,0.042394776149923305,0.029881974273544682,0.09515203857351723,5.14252569750351,0.390625,25.0,1.4809117378963585,1.45435993030805,0.9338533843875004,1.622262068280663,181
3.521814875385423e-11,1.7838762839612645e-11,3.913834464273533e-12,1.7528502869129315e-12,7.344435934117934e-12,0.4952881833069906,0.2508743006632077,0.05504196075502642,0.02465109794049672,0.10328800518868149,5.09100544311661,1.171875,25.390625,1.496398349407063,1.453000840572153,0.9418808107224401,1.652594673095214,183
1.6144540594027724e-10,1.7697626437431306e-11,4.965035266058341e-12,2.252376844500681e-12,8.430948080550702e-12,0.8004933569904842,0.08774998777545644,0.02461809132663362,0.011167940586237332,0.04180309679489491,3.37965085245215,0.390625,7.421875,0.9621891532647138,0.8392398443365088,0.9425670257723306,1.5492385135006952,113
1.4091718351790207e-10,1.777336589973048e-11,5.245410857513291e-12,2.7144293185405613e-12,8.133062198157519e-12,0.7654993989588532,0.09654962279309977,0.02849445864924314,0.01474549774545497,0.04418094421815932,3.883093290964374,0.390625,10.15625,1.034656519082724,0.9172750771244406,0.9398044305302473,1.547870648276984,115
1.520281797942751e-10,2.055989661493185e-11,4.38786150792462e-12,2.2180566559342313e-12,7.044684044164191e-12,0.7836329318931545,0.10597648465949662,0.022617338330624216,0.011433026710882982,0.03631199438985319,3.695866457256619,0.390625,7.8125,0.9964947387091616,0.8580062452241161,0.9414982491189785,1.5389103505330195,127
6.133745773520038e-11,1.307545242150126e-11,3.614094285145436e-12,2.1196713071624575e-12,7.358115576862993e-12,0.6675907998445526,0.1423119259047801,0.03933544335909516,0.023070292046747973,0.08008499935737644,3.6495572483474685,0.390625,15.234375,1.1830533887894212,1.080991644614253,0.9485436584078972,1.6135745198982097,141
1.8789174585617772e-10,1.8894173920271154e-11,4.460328188619138e-12,2.5159312147432755e-12,8.134245771576063e-12,0.8211617025096873,0.08257505912878221,0.0194934092098012,0.010995620644651784,0.03554989111406997,3.3570133787231815,0.390625,6.25,0.9126134711782616,0.7721079008780094,0.9372760911702784,1.5532694067144,129
1.855480132983871e-10,1.5116048540990165e-11,3.2256068495637315e-12,1.9007421003186833e-12,7.876352741328834e-12,0.843869838068095,0.06874758294502158,0.01467001603210561,0.00864454919183487,0.035821545023517296,3.68148723586416,0.390625,7.8125,0.9765751347876468,0.8640042788937362,0.9317120225658534,1.5600065490156159,135
2.306994835997691e-10,2.3702738115367966e-11,6.0076670081355575e-12,4.11954075935662e-12,1.3727073118919431e-11,0.7982559711096568,0.0820151477454797,0.020787459021808993,0.014254249546093578,0.047497800654146174,3.9201333603880166,0.390625,12.109375,1.0562219714160759,0.9098081642217835,0.9371954496765366,1.5602152024381624,130
3.2991887319158423e-10,3.1175082944131777e-11,6.7292386555387575e-12,3.3606898526230477e-12,1.2339544478600332e-11,0.8368401056049429,0.07907568139656089,0.017068731875402043,0.008524398813466458,0.031299287623937605,3.2657942862419547,0.390625,5.46875,0.8767482575973089,0.7532995857362903,0.9293071209998743,1.4784664018807956,98
2.272817457287693e-10,1.844521559773058e-11,4.4816940557593775e-12,2.337931691398347e-12,5.776440701949798e-12,0.8501881902082513,0.06899764174528054,0.016764581537842518,0.008745453389435472,0.021607813907310806,3.6086320298150523,0.390625,6.25,0.7445738194120586,0.6156508654921562,0.9089732455596934,1.4295920584129382,118
4.860282593035517e-10,5.2928652486660827e-11,8.871684307558034e-12,3.4690110249142686e-12,8.018501948591284e-12,0.8406880818487102,0.09155123489652343,0.015345443645551753,0.00600038406949045,0.013869685339121784,3.5352614741045407,0.390625,5.46875,0.6821992201367943,0.5654158385986812,0.9017400009580767,1.3534976129782696,76
2.4544714391739885e-10,2.3335498552218668e-11,5.0349555208203545e-12,2.6270359150272025e-12,8.168951871694038e-12,0.835420705168852,0.07942630068868085,0.01713731936156938,0.008941559317449254,0.02780440393080199,3.5633782071747206,0.390625,6.640625,0.8620919528021633,0.7285652431141869,0.9296821091769912,1.4898934045091343,91
5.350659234457738e-10,4.1384908131977675e-11,9.623948273038845e-12,4.70936289841055e-12,1.6919811842770656e-11,0.8596862041650303,0.0664928058818981,0.015462721876677032,0.007566496270399275,0.027184928400270602,3.470777296351779,0.390625,5.859375,0.8259921228836906,0.6976181429992908,0.9220880822066322,1.4460998690156042,92
1.6019197713041357e-10,1.1892410945937346e-11,4.389634313279718e-12,2.209988799780938e-12,5.870457894837367e-12,0.8470131445056249,0.06288097925697597,0.023210138419690808,0.011685289089732279,0.031039975223890494,3.169494843578642,0.390625,5.859375,0.8160648638489945,0.6781023808703326,0.9314150466479495,1.531242549097857,109
2.2192044685218401e-10,1.951038046367493e-11,4.177205331992564e-12,2.07894090482827e-12,7.110626034113246e-12,0.8429708538060547,0.07411071089136628,0.01586722807735876,0.007896913576073993,0.027009906406075777,3.4239597482115918,0.390625,5.46875,0.7984224604252899,0.6660332955729824,0.9155401207881692,1.456420199273677,100
1.0364937151843282e-10,1.2235241359367768e-11,3.0013989821799684e-12,2.1030601554382103e-12,4.681679893166841e-12,0.7913368546707957,0.09341298718572796,0.022914925535733106,0.01605633477760147,0.035743447229444156,3.5884472851700275,0.390625,8.203125,0.9263483598031659,0.7917228306991011,0.918716770429585,1.5297452179739413,124
1.7592087451310848e-10,1.849998125579799e-11,5.4678642497559305e-12,2.2122577712393615e-12,6.271909238766776e-12,0.817851669165568,0.08600594211154118,0.025419961762982293,0.010284730085842051,0.02915794645733266,3.5314593567854797,0.390625,7.03125,0.8550563893328369,0.7025759059308415,0.9123467525893743,1.4704266187639652,103
8.114284805934168e-11,1.560457449302379e-11,3.6285531325583428e-12,1.4556911719635344e-12,6.288419528100366e-12,0.7099055765902138,0.136521883540661,0.03174562102963428,0.012735605237990964,0.05501635939217326,4.123942004066201,0.390625,14.84375,1.1166517737258417,1.0069191296724218,0.931687825795479,1.548581055995357,139
1.2202152458554956e-10,1.783277874294246e-11,5.612895456619917e-12,2.3561357225559697e-12,7.819662403969201e-12,0.7532531701266777,0.1100838328804146,0.03464906139018421,0.014544701914617545,0.048271692351955296,3.6959136539494404,0.390625,10.15625,0.9820426044717765,0.8689598581096493,0.9336387890128118,1.5498092441879983,133
2.3492378980780963e-10,2.1518352287097074e-11,5.40818267339173e-12,2.619475267953898e-12,8.13935246192515e-12,0.8344968967926836,0.07643754692687707,0.01921096054991076,0.009304906855627626,0.028912628971868515,3.6037046839313733,0.390625,7.03125,0.8633744883402565,0.7010915501607762,0.93080447357089,1.4765170514466783,118
1.648428476930148e-10,1.7495147784331394e-11,4.814511584216503e-12,3.684647894683436e-12,1.0742350736779038e-11,0.7916038780401761,0.08401472691586839,0.023120117701634645,0.01769431675965627,0.05158662702999623,3.470891619420765,0.390625,9.375,1.0111860682886,0.8626778667104362,0.9316858461355331,1.5886223614386974,120
7.075052139604764e-11,1.3452845502995949e-11,4.346805610353019e-12,2.7251154102912846e-12,9.537146122682561e-12,0.667205383927671,0.12686565090455254,0.0409920951660514,0.02569891553721017,0.08993905790091024,4.140498449080944,0.390625,21.09375,1.2319150751206034,1.1197208971033574,0.9433941188080276,1.6335263074640756,146
1.3696746984988476e-10,1.604924232300672e-11,4.32198360459493e-12,2.3076461921161456e-12,9.203971392117474e-12,0.7818325992477255,0.09161168600913239,0.02467058549880449,0.01317241986366298,0.05253776597310027,4.000276345595564,0.390625,14.453125,1.1182479777511292,0.9821686219548756,0.9477411335194674,1.5845048852135055,146
1.0587649991037531e-10,1.244656522040037e-11,4.2676374502276515e-12,2.8461379314805435e-12,9.648878162164257e-12,0.7567134933145,0.08895726488567993,0.030501375148358965,0.02034172813049797,0.06896182162083171,3.795253334378867,0.390625,16.796875,1.2013740388292686,1.1034798879427112,0.947577632068393,1.6392395319102502,158
1.9657084481463117e-10,1.5210888462720118e-11,5.0405097474373005e-12,1.7636797061109036e-12,7.641476587773227e-12,0.8476832742715633,0.06559475159613501,0.021736467637073265,0.007605613077830758,0.032952760112017206,3.7623283521055946,0.390625,8.203125,0.9514310803472723,0.8225043701420843,0.9363655969931961,1.53260590781138,121
2.2088979568740846e-10,2.1947497467071076e-11,4.4040434292378e-12,3.1069908638928703e-12,8.748027279104517e-12,0.8255333066729302,0.08202456840888718,0.016459268856470404,0.01161178330438501,0.0326940765376235,3.7071465090956464,0.390625,7.421875,0.9271688581770894,0.7962140669116764,0.9321997161830521,1.5120124289496226,120
2.5032220981782277e-10,1.794782694654752e-11,4.431623856051866e-12,2.159230106622173e-12,7.423260066397268e-12,0.8642263752893367,0.061964079965671014,0.01529998566467101,0.00745464659256466,0.025628477571692565,3.143440621984873,0.390625,4.6875,0.7841673749156755,0.6577121355158012,0.9327388079439679,1.4745611517791184,108
3.1556870142024727e-10,3.589241633219746e-11,7.046041863741874e-12,3.6065065626885703e-12,1.102942665258048e-11,0.8178945180222043,0.09302636929630376,0.018262010738621617,0.009347384368470282,0.028586192342504514,3.740535176126603,0.390625,7.03125,0.8919652977515233,0.7302664866340104,0.930837178959606,1.443167124281415,118
5.103836150014015e-10,4.315399046199653e-11,8.321365376497036e-12,4.641076205989294e-12,1.30528241098754e-11,0.8584078526334722,0.07258015969996619,0.01399560090462099,0.0078057683334537145,0.021953382486484773,2.8837519068162525,0.390625,4.296875,0.6922147989370568,0.5609674688229904,0.9216897482884049,1.4047080008092312,88
