mean,std,var,skew,kurtosis,rms,zcr,hjorth_activity,hjorth_mobility,hjorth_complexity
2.1452845605679757e-07,1.9503784166060993e-05,3.8039759679629145e-10,-0.422272474684182,4.029174707187155,1.9504963964456575e-05,0.12,3.8039759679629145e-10,0.30673089690691835,4.074390410169601
2.762282453058458e-07,1.5020559216649299e-05,2.2561719918086822e-10,0.21002442697457924,5.218361197868154,1.5023098922138965e-05,0.093,2.2561719918086822e-10,0.27376747582343963,4.536549203793077
-2.5468070325055823e-07,1.7929210679237037e-05,3.2145659558046745e-10,-0.373654787238495,1.887451161619417,1.793101943117222e-05,0.13566666666666666,3.2145659558046745e-10,0.3432357881262219,3.6559554161171324
-6.880216835046865e-08,1.5364371966743872e-05,2.360639259324649e-10,-0.5158366478378894,3.9407214842918297,1.5364526015169967e-05,0.13133333333333333,2.360639259324649e-10,0.360475215535622,3.560808949920346
1.360886707725156e-07,1.682200816278446e-05,2.8297995862878696e-10,0.29664323647021656,5.061425436506168,1.6822558626888467e-05,0.14,2.8297995862878696e-10,0.3527239325833609,3.5987989707555537
-9.623330899252641e-09,2.3372585102135676e-05,5.462777343565746e-10,0.149646051396712,3.897189830952515,2.3372587083270696e-05,0.11833333333333333,5.462777343565746e-10,0.247552631682027,4.885296316582314
-2.8323106112036604e-07,1.998208387508018e-05,3.9928367599073937e-10,-0.6197254298874875,1.3992363540505783,1.9984091068265346e-05,0.07833333333333334,3.9928367599073937e-10,0.24275454867115523,4.932474061499733
1.7317472119214266e-07,1.6035605558285324e-05,2.5714064562091117e-10,-0.23149582812772967,2.5963928748951446,1.603654062149849e-05,0.10033333333333333,2.5714064562091117e-10,0.29931796035994,4.0905520972118135
-1.9427696133130545e-07,1.841708753118884e-05,3.3918911313147146e-10,-0.18037988347108577,3.9783282087527354,1.8418112190699014e-05,0.09766666666666667,3.3918911313147146e-10,0.28477189230997935,4.318876779533453
-1.356476905260976e-07,1.966894151815414e-05,3.868672604445677e-10,-0.24690827557081588,1.137569985341334,1.9669409262621813e-05,0.097,3.868672604445677e-10,0.282711717208285,4.495573667750353
2.0127119048826976e-07,1.8660079293959037e-05,3.4819855925683875e-10,-0.4526231809790242,2.3272338412792655,1.866116473720114e-05,0.11633333333333333,3.4819855925683875e-10,0.3310571497739622,3.826640963977128
-4.4469022631531897e-08,1.637315368668431e-05,2.68080161647784e-10,-0.3091802532873441,4.469924513698017,1.637321407487723e-05,0.155,2.68080161647784e-10,0.38933237132525184,3.3142273459880887
1.669400330049306e-07,2.1616771526743783e-05,4.672848112394408e-10,0.3389554961499666,2.508529659112697,2.1617416131768858e-05,0.09633333333333334,4.672848112394408e-10,0.27587246879237604,4.536209625898483
1.0104823727227137e-07,1.5693550296208734e-05,2.462875208996332e-10,-0.11154258988079321,4.304488929305746,1.569387560948184e-05,0.18333333333333332,2.462875208996332e-10,0.41626114077098597,3.152645828228139
-1.6307507452223793e-07,1.1232293734915653e-05,1.2616442254742543e-10,-0.2855240104813291,2.6547812172034977,1.1233477468146533e-05,0.195,1.2616442254742543e-10,0.5289825835544275,2.3607470039162903
6.124859558463917e-08,9.105624592752298e-06,8.291239922413547e-11,-1.1837153415750634,8.487286671147393,9.105830583455666e-06,0.191,8.291239922413547e-11,0.5384720970328616,2.3557206605385983
1.351731159065021e-07,1.9441026576119613e-05,3.7795351433338907e-10,0.41771104735710307,2.320324429246453,1.9441496498589115e-05,0.103,3.7795351433338907e-10,0.2745962580503185,4.60647339736956
1.4700492924824019e-08,1.692585777049397e-05,2.86484661266991e-10,0.27272906344076175,1.5377829325657695,1.69258641543492e-05,0.10233333333333333,2.86484661266991e-10,0.3108676480258283,3.9677976477615418
-1.0860523266493152e-07,1.7680227853323005e-05,3.1259045694541864e-10,-0.40688227001062915,2.0764342446138127,1.768056141761287e-05,0.12033333333333333,3.1259045694541864e-10,0.29361927243068964,4.265157419528754
-2.792491793416931e-08,1.3757827026412055e-05,1.8927780448867397e-10,-0.24868963605800404,3.6494684131763515,1.3757855366652014e-05,0.142,1.8927780448867397e-10,0.35684348951912953,3.6238566173527538
7.292817506969777e-09,2.0004675171870785e-05,4.0018702873206343e-10,0.6495370113198757,4.19538748362201,2.0004676501189682e-05,0.11533333333333333,4.0018702873206343e-10,0.263191443218526,4.733529620731968
-2.249773825111276e-08,1.795581774216525e-05,3.224113907898564e-10,0.37586626191547967,4.943069777889449,1.795583183642804e-05,0.13166666666666665,3.224113907898564e-10,0.2842892777616199,4.420033043006336
5.586446080484798e-08,2.027481341264996e-05,4.1106805891777065e-10,-0.3082851965982558,3.4501637564926693,2.0274890375924393e-05,0.127,4.1106805891777065e-10,0.32379469544942635,3.81830690679259
2.7103184490375036e-07,2.6065050002467738e-05,6.793868316311434e-10,-0.4044239115311184,1.441976057100666,2.6066459097700544e-05,0.09233333333333334,6.793868316311434e-10,0.249070152651465,4.975173574433327
-5.724028362921483e-07,2.041152495413914e-05,4.1663035095344477e-10,-0.6889647997444062,3.2118019812940775,2.0419549357428043e-05,0.09966666666666667,4.1663035095344477e-10,0.23350410164436924,4.825078099403854
1.9932266464196086e-07,3.064134250975501e-05,9.388918708001195e-10,-0.6504779110348349,0.8008149562033138,3.064199080224324e-05,0.059333333333333335,9.388918708001195e-10,0.20415530290889156,5.120966157779485
2.3417817965622505e-07,2.1650607945648438e-05,4.687488244161753e-10,-0.42898791227215594,1.5304647572834291,2.1651874372349437e-05,0.07333333333333333,4.687488244161753e-10,0.25670864533174637,4.6233717334353575
-2.3396904378812868e-07,3.2838947586814434e-05,1.0783964786095457e-09,0.023958021550330708,1.6147000612864053,3.2839781060826166e-05,0.08366666666666667,1.0783964786095457e-09,0.23614257323970067,5.060376801945465
2.691973004450018e-07,2.033969878642597e-05,4.1370334672253806e-10,1.1940587194208967,8.258274905349664,2.0341480130735446e-05,0.095,4.1370334672253806e-10,0.22995480568054466,5.275826431779026
-3.5924154551309336e-07,2.1943673818587457e-05,4.815248206565606e-10,0.6293026481027592,3.982049828342846,2.1946614206856223e-05,0.089,4.815248206565606e-10,0.23394555227275182,5.03516215389973
1.7297151980692305e-07,1.493614453743789e-05,2.2308841364323571e-10,0.024015377953805483,5.24268439016396,1.4937146072456413e-05,0.113,2.2308841364323571e-10,0.28472594047038,4.222014284331659
2.256393066734954e-08,1.8826669626820887e-05,3.544434892374601e-10,-0.3259149948411632,3.4510385258860987,1.882668314835163e-05,0.08666666666666667,3.544434892374601e-10,0.2535778871078847,4.578920005118953
1.5332355573744237e-07,1.2684051811658633e-05,1.6088517036084063e-10,-0.6234979267770228,5.039255150679091,1.2684978457750121e-05,0.13466666666666666,1.6088517036084063e-10,0.3640027332373089,3.4649482731797834
-7.272077761164815e-08,1.7933590564451358e-05,3.216136705333787e-10,-0.2665982829268192,2.905231523552162,1.7933738005359484e-05,0.12433333333333334,3.216136705333787e-10,0.29766491680489504,4.13978267892537
3.008675500842025e-07,2.2226849703446144e-05,4.94032847739584e-10,-0.10659704249765459,2.3880075525902953,2.2228885915004325e-05,0.099,4.94032847739584e-10,0.2536696844516567,4.811043270784902
-5.790711978343536e-07,2.045662604440837e-05,4.184735491207668e-10,-0.18577440980852872,1.9939238284544318,2.046482036502955e-05,0.11533333333333333,4.184735491207668e-10,0.29219728750432133,4.3921130747777255
1.9258174978700546e-07,1.3943562408909291e-05,1.9442293265114828e-10,-0.20396546357495662,1.7360187562173852,1.3944892268551209e-05,0.151,1.9442293265114828e-10,0.3938176607873722,3.309350295390023
2.685156399923234e-07,1.6595629673038448e-05,2.754149242446343e-10,0.34007001104684315,4.286388488738969,1.659780180908167e-05,0.13766666666666666,2.754149242446343e-10,0.3420443302817081,3.7886437616760236
-3.5201427601243496e-07,1.475961125992223e-05,2.1784612454402308e-10,-0.6171800020541176,3.363598122531781,1.476380840415303e-05,0.15466666666666667,2.1784612454402308e-10,0.3711874015042887,3.521012862931214
-3.698524796458616e-07,1.8997150387653205e-05,3.608917228511123e-10,-0.21026267721452743,3.3861274126334875,1.9000750345915617e-05,0.108,3.608917228511123e-10,0.28108183582388235,4.517712028598638
3.8518430918973684e-07,1.997529388504958e-05,3.9901236579409917e-10,-0.16715151921201224,3.222677851390462,1.997900730131868e-05,0.10066666666666667,3.9901236579409917e-10,0.27857723528429723,4.461077806756661
2.7295442138908915e-07,2.4345292908430527e-05,5.926932867972778e-10,0.022809675229736502,2.7316728212314656,2.4346823014788472e-05,0.09266666666666666,5.926932867972778e-10,0.2186492662910905,5.5416851630562824
-3.1944005284630464e-07,2.326529274300849e-05,5.412738464178835e-10,-0.8104483955789061,2.056510930260875,2.32674856476854e-05,0.101,5.412738464178835e-10,0.26814064159770173,4.432833750300601
2.306052867451084e-08,3.5143425822609025e-05,1.2350603785492227e-09,-0.2437496479519005,0.3489798336559651,3.514343338857496e-05,0.059666666666666666,1.2350603785492227e-09,0.19561010943867865,5.970866280383485
-6.319284090116774e-08,2.6732940918038475e-05,7.146501301273357e-10,-0.23623666418187023,0.4674050483517931,2.673301560734361e-05,0.07966666666666666,7.146501301273357e-10,0.27520308349676376,4.490634229778176
-8.729879298626991e-08,2.925924058322667e-05,8.561031595071386e-10,-0.20880148449733577,0.7663649832323141,2.925937081665283e-05,0.06766666666666667,8.561031595071386e-10,0.2822488988489585,4.513039376854591
1.8617277568208706e-07,3.59615884688896e-05,1.2932358452057738e-09,-0.2768948400533633,1.5288691494253683,3.596207037293847e-05,0.07866666666666666,1.2932358452057738e-09,0.2127930837028822,5.411699867975723
-1.5413513633447128e-07,3.142253950549775e-05,9.873759889745668e-10,-0.2195791738904611,0.21183619948011279,3.142291753823664e-05,0.07833333333333334,9.873759889745668e-10,0.2509599666181701,4.599557893362162
5.170370575626364e-08,3.447513996103099e-05,1.188535275332676e-09,-0.49016292349780854,1.124595698085881,3.447517873203655e-05,0.09066666666666667,1.188535275332676e-09,0.25100188000120244,4.7464214261744395
1.9607809633493215e-07,3.8887407165983217e-05,1.5122304360929629e-09,-0.04966573659336549,0.3748312923891626,3.888790149536004e-05,0.07333333333333333,1.5122304360929629e-09,0.22224239753331135,5.022034708495789
-3.3549531563642186e-07,3.523938520858521e-05,1.2418142698790539e-09,-0.2649011574253856,0.7209460285520457,3.524098220801838e-05,0.08733333333333333,1.2418142698790539e-09,0.2529285219562015,4.404850218758786
-5.121491468853464e-09,3.272894509281188e-05,1.0711838468882948e-09,-0.10065645580110773,0.9268231917346244,3.272894549352255e-05,0.105,1.0711838468882948e-09,0.2845168903181296,4.078044782036108
3.6769056938177345e-07,3.058569876926675e-05,9.354849692043258e-10,-0.5430448692519121,1.388723915282167,3.05879088131101e-05,0.08033333333333334,9.354849692043258e-10,0.2380436701356209,4.986426410146576
-1.2986495474242567e-07,2.6870896013649725e-05,7.220450525763767e-10,-0.053536597154480614,0.7730673538115704,2.6871209825440443e-05,0.07066666666666667,7.220450525763767e-10,0.24682970254139405,4.478540384677057
2.122975103722156e-07,2.6370270845707116e-05,6.953911844759506e-10,0.03425648090637406,1.0365282759138088,2.6371125397086505e-05,0.09633333333333334,6.953911844759506e-10,0.2694267930613316,4.41580683161567
-4.908261257113657e-07,2.7167460065656608e-05,7.380708864190465e-10,-0.1929304201867598,0.3708854886681028,2.7171893506061136e-05,0.08,7.380708864190465e-10,0.24595294677787582,4.790990394735269
4.4315664420108907e-07,2.5406795610618556e-05,6.455052631997463e-10,-0.7390263925898444,2.045307725515621,2.5410660184478597e-05,0.08533333333333333,6.455052631997463e-10,0.2523596375861858,4.552366316438318
-2.2266721499814013e-07,3.0354665067988062e-05,9.214056913897346e-10,0.11126639132493407,1.4136812729677866,3.035548174676807e-05,0.077,9.214056913897346e-10,0.21593804324556348,5.020063763422427
4.251196743157155e-07,2.307367498823832e-05,5.323944774628547e-10,-0.6639042759531466,2.0863722217671183,2.3077590953137742e-05,0.09633333333333334,5.323944774628547e-10,0.25792808775835996,3.9375153295450125
-4.589841755264749e-07,2.8251786395176684e-05,7.981634345186903e-10,0.10217013747931296,1.3973725225569549,2.8255514523577057e-05,0.076,7.981634345186903e-10,0.22685237346493334,4.94664572179621
4.6258513739300164e-07,2.9466242850749437e-05,8.682594677393422e-10,0.0827862795119223,1.4800570916082751,2.94698736466358e-05,0.07066666666666667,8.682594677393422e-10,0.2392590744559067,4.7029309735212435
-5.344169092165287e-07,2.6860363471056306e-05,7.21479125797256e-10,0.2596683633892334,2.5614610832279103,2.6865679355454847e-05,0.08133333333333333,7.21479125797256e-10,0.20442762629774985,5.506840041711954
1.5859826923312385e-07,2.6074363700691598e-05,6.798724423959437e-10,0.8785107007276031,3.413600669951826,2.6074846036112032e-05,0.10433333333333333,6.798724423959437e-10,0.3000287836059429,4.289400360047869
-1.7628072856446425e-07,3.811663529311266e-05,1.4528778860681613e-09,-0.3344380369181733,0.7688635540242355,3.811704291997773e-05,0.07266666666666667,1.4528778860681613e-09,0.23726786881129538,5.216827442238333
3.0597226980346456e-08,3.6045547857787475e-05,1.2992815203680474e-09,-0.19217541170096153,0.7903602652705803,3.604556084399778e-05,0.06533333333333333,1.2992815203680474e-09,0.20497853565194613,5.396726018836082
1.293525326322138e-07,1.785887585344586e-05,3.189394467487916e-10,-0.6982186605762731,2.9330020751421833,1.7859344300015327e-05,0.10966666666666666,3.189394467487916e-10,0.2878393662387804,4.010766731198378
3.417115557957047e-08,2.0306482232751983e-05,4.1235322066907197e-10,-0.17529317142067533,3.031951870483579,2.0306510983843226e-05,0.11366666666666667,4.1235322066907197e-10,0.2800629956198339,4.079554790685113
-1.4964323607069053e-07,1.4733877386687742e-05,2.1708714284594842e-10,-0.37927114071578094,7.804409082815775,1.473463728579873e-05,0.11333333333333333,2.1708714284594842e-10,0.3351442862488787,3.618036013654916
4.0805598272213984e-07,3.5604797908740226e-05,1.2677016341222326e-09,-0.6603200190800198,1.7190440126816098,3.560713613599482e-05,0.08633333333333333,1.2677016341222326e-09,0.20164405542591265,5.304246096411971
-3.7078190323002277e-07,3.7504827780390314e-05,1.4066121068367371e-09,0.05659734838583849,1.5918337238890574,3.750666055591327e-05,0.065,1.4066121068367371e-09,0.17733482145956306,6.298210491448555
2.996880225155862e-07,4.2841373746359225e-05,1.8353833044752375e-09,-0.29916658929112727,0.29625224982681386,4.284242193651145e-05,0.052333333333333336,1.8353833044752375e-09,0.17153162114599063,6.292580696750593
-1.6507785342078422e-07,3.127470038412558e-05,9.781068841168246e-10,-0.25788328988964443,2.1592960419754705,3.127513604789777e-05,0.09433333333333334,9.781068841168246e-10,0.2129603921038761,5.723045720399403
1.6958247518083885e-07,2.73610686252952e-05,7.486280763181134e-10,-0.36790526455161193,1.4045652725809399,2.7361594151913038e-05,0.08566666666666667,7.486280763181134e-10,0.23836201848230462,4.5811463629933895
-1.7624583137306928e-07,1.8797386697948727e-05,3.5334174667221975e-10,-0.7918377138382842,3.0486241412263304,1.8798212927437975e-05,0.10933333333333334,3.5334174667221975e-10,0.31829125399529457,3.765810083030432
-1.8841449870991545e-07,2.382188719000954e-05,5.674823092935405e-10,-0.3150096141624429,1.882041719521661,2.3822632291937527e-05,0.098,5.674823092935405e-10,0.265328123804038,4.606196182520997
2.1876901890935965e-07,2.1656267112827205e-05,4.689939052621212e-10,-0.45583325215425274,1.797784324478637,2.165737207386334e-05,0.09966666666666667,4.689939052621212e-10,0.25913676439691974,4.592733213446697
-8.049345498248033e-08,2.319143498099126e-05,5.378426564775452e-10,-0.5881667356661053,1.5469627137822641,2.3191574669992554e-05,0.08733333333333333,5.378426564775452e-10,0.2390290207561771,4.44307975938081
1.553510806499853e-07,1.6405232794173342e-05,2.6913166303102053e-10,-0.5266723577075492,2.856244036040139,1.64059683343983e-05,0.12266666666666666,2.6913166303102053e-10,0.32594177086664,3.819926804674702
8.974805909861461e-08,1.4964229907991612e-05,2.2392817673923064e-10,-0.48102315294793224,2.557178898938769,1.4964499037834264e-05,0.11466666666666667,2.2392817673923064e-10,0.34448487801800337,3.5956642794080147
-1.9098902945936007e-07,2.0758036395258125e-05,4.3089607498686093e-10,0.4052941792759341,4.20674379666782,2.0758914995640663e-05,0.09466666666666666,4.3089607498686093e-10,0.24860989279755977,4.641818115883725
-7.029929286455889e-08,2.1295820486533396e-05,4.535119701946554e-10,-0.12578003298954138,1.8241015885384035,2.129593651815371e-05,0.11433333333333333,4.535119701946554e-10,0.2700723179544214,4.3455873244507774
-1.6587520991785248e-07,1.839725146425426e-05,3.3845886143900545e-10,0.01297376462699099,1.8172541406991405,1.8397999239707308e-05,0.11766666666666667,3.3845886143900545e-10,0.3160556185194376,3.852934745493001
1.9143904447880724e-07,1.9747718800360578e-05,3.8997239781811456e-10,-0.2892442094920126,1.4071191758058053,1.9748646706188897e-05,0.08466666666666667,3.8997239781811456e-10,0.27483283695601146,4.206688025729361
8.688592406699541e-08,1.9582632510314564e-05,3.8347949603402894e-10,-0.23558279833386875,3.7529475456708274,1.9582825260871575e-05,0.09966666666666667,3.8347949603402894e-10,0.2663185827434615,4.334284508358506
-4.1750695251704113e-07,2.3211847292207677e-05,5.387898547167688e-10,0.01166826346103734,1.3661688152774776,2.3215601796468016e-05,0.09366666666666666,5.387898547167688e-10,0.26639892433209195,4.457465067815414
3.175409943782831e-07,3.0467199879478747e-05,9.282502684961097e-10,0.5607612263057045,1.7360963324390175,3.0468854602351248e-05,0.07866666666666666,9.282502684961097e-10,0.225398383894815,5.210988646475752
2.184108848216925e-07,2.314143745573612e-05,5.355261275177466e-10,-0.6015829728987789,1.3004826748280527,2.314246812317898e-05,0.09833333333333333,5.355261275177466e-10,0.2538048555094187,4.2681017628190725
-3.882944097039955e-07,2.712252259646697e-05,7.356312319958614e-10,0.2639440035169359,2.282616935097174,2.7125301925406635e-05,0.085,7.356312319958614e-10,0.2324466563179679,4.887961368994683
2.0565105274773064e-07,1.994262892317805e-05,3.9770844836757766e-10,-0.5241682201416115,3.730084295114845,1.994368924555018e-05,0.11033333333333334,3.9770844836757766e-10,0.29289294516362496,4.0946641259433
-1.1720509033301622e-07,1.9267681070739984e-05,3.7124353384375193e-10,-0.6139170913936193,1.7804788709445507,1.9268037546074898e-05,0.11133333333333334,3.7124353384375193e-10,0.31293942465080377,3.8589363992036922
4.1280091572076387e-07,1.748168108108431e-05,3.05609173420741e-10,-0.4191455263741571,1.6001428528692,1.7486554206497085e-05,0.10533333333333333,3.05609173420741e-10,0.3268204631670133,3.7345413611465035
-3.251756595263219e-07,1.868397190970954e-05,3.490908063228152e-10,-0.8356087475438041,4.230655703600598,1.868680137242229e-05,0.08933333333333333,3.490908063228152e-10,0.27404960660993366,4.138950315683083
1.088783197619312e-07,1.9478045466557543e-05,3.793942551972829e-10,-0.09723906020792271,1.9463471347496117,1.9478349768032122e-05,0.09333333333333334,3.793942551972829e-10,0.24868925464790193,4.792048827411424
-1.3479664000478856e-08,2.4307215766599936e-05,5.908407383240446e-10,0.04239102954429267,2.719123352810686,2.4307219504200518e-05,0.088,5.908407383240446e-10,0.22393824536289436,4.895603421563829
